"SpecCode","Genus","Species","SpeciesRefNo","Author","SubFamily","FamCode","GenCode","SubGenCode","Remark","Family","Order","Class"
5548,"Scarus","ghobban",35918,"Forsskål, 1775","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4970,"Scarus","globiceps",35918,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
60441,"Scarus","gracilis",35918,"(Steindachner, 1869)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1155,"Scarus","guacamaia",35918,"Cuvier, 1829","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5018,"Scarus","hoefleri",35918,"(Steindachner, 1881)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
12707,"Scarus","hypselopterus",35918,"Bleeker, 1853","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1154,"Scarus","iseri",5521,"(Bloch, 1789)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4980,"Scarus","koputea",35918,"Randall & Choat, 1980","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4981,"Scarus","longipinnis",35918,"Randall & Choat, 1980","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
63577,"Scarus","maculipinna",72409,"Westneat, Satapoomin & Randall, 2007","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5550,"Scarus","niger",2334,"Forsskål, 1775","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
12831,"Scarus","obishime",8990,"Randall & Earle, 1993","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5551,"Scarus","oviceps",2334,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
23512,"Scarus","ovifrons",559,"Temminck & Schlegel, 1846","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
8392,"Scarus","perrico",5592,"Jordan & Gilbert, 1882","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
14383,"Scarus","persicus",3488,"Randall & Bruce, 1983","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4971,"Scarus","prasiognathos",2689,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5553,"Scarus","psittacus",2334,"Forsskål, 1775","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5554,"Scarus","quoyi",1602,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4969,"Scarus","rivulatus",2689,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5555,"Scarus","rubroviolaceus",2334,"Bleeker, 1847","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7912,"Scarus","russelii",3488,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7913,"Scarus","scaber",5490,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4975,"Scarus","schlegeli",2334,"(Bleeker, 1861)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4974,"Scarus","spinus",2334,"(Kner, 1868)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1156,"Scarus","taeniopterus",7251,"Lesson, 1829","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
6438,"Scarus","tricolor",2689,"Bleeker, 1847","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
59493,"Scarus","trispinosus",40827,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1157,"Scarus","vetula",7251,"Bloch & Schneider, 1801","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7914,"Scarus","viridifucatus",3488,"(Smith, 1956)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5541,"Scarus","xanthopleura",1602,"Bleeker, 1853","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
59490,"Scarus","zelindae",40827,"Moura, Figueiredo & Sazima, 2001","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
26221,"Scarus","zufar",11441,"Randall & Hoover, 1995","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
59491,"Sparisoma","amplum",40827,"(Ranzani, 1841)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
3675,"Sparisoma","atomarium",7251,"(Poey, 1861)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1158,"Sparisoma","aurofrenatum",7251,"(Valenciennes, 1840)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
59492,"Sparisoma","axillare",40827,"(Steindachner, 1878)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
66403,"Sparisoma","choati",88982,"Rocha, Brito & Robertson, 2012","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1159,"Sparisoma","chrysopterum",7251,"(Bloch & Schneider, 1801)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
13025,"Sparisoma","cretense",7360,"(Linnaeus, 1758)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
61101,"Sparisoma","frondosum",40827,"(Agassiz, 1831)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
60692,"Sparisoma","griseorubrum",35918,"Cervigón, 1982","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
3676,"Sparisoma","radians",7251,"(Valenciennes, 1840)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
65546,"Sparisoma","rocha",84274,"Pinheiro, Gasparini & Sazima, 2010","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1160,"Sparisoma","rubripinne",9710,"(Valenciennes, 1840)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
22546,"Sparisoma","strigatum",11064,"(Günther, 1862)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
61816,"Sparisoma","tuiupiranga",52151,"Gasparini, Joyeux & Floeter, 2003","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1161,"Sparisoma","viride",5217,"(Bonnaterre, 1788)","Sparisomatinae",364,4306,NA,NA,"Scaridae","Perciformes","Actinopterygii"
