"SpecCode","Genus","Species","SpeciesRefNo","Author","SubFamily","FamCode","GenCode","SubGenCode","Remark","Family","Order","Class"
54369,"Pictilabrus","brauni",31790,"Hutchins & Morrison, 1996",NA,362,3352,NA,NA,"Labridae","Perciformes","Actinopterygii"
46975,"Pictilabrus","laticlavius",26203,"(Richardson, 1840)",NA,362,3352,NA,NA,"Labridae","Perciformes","Actinopterygii"
46982,"Pictilabrus","viridis",26203,"Russell, 1988",NA,362,3352,NA,NA,"Labridae","Perciformes","Actinopterygii"
13847,"Polylepion","cruentum",9311,"Gomon, 1977",NA,362,10304,NA,NA,"Labridae","Perciformes","Actinopterygii"
13040,"Polylepion","russelli",559,"(Gomon & Randall, 1975)",NA,362,10304,NA,NA,"Labridae","Perciformes","Actinopterygii"
5615,"Pseudocheilinops","ataenia",9823,"Schultz, 1960","Cheilininae",362,6387,NA,NA,"Labridae","Perciformes","Actinopterygii"
55229,"Pseudocheilinus","citrinus",33410,"Randall, 1999","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
55238,"Pseudocheilinus","dispilus",33410,"Randall, 1999","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
5616,"Pseudocheilinus","evanidus",33410,"Jordan & Evermann, 1903","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
5617,"Pseudocheilinus","hexataenia",33410,"(Bleeker, 1857)","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
55234,"Pseudocheilinus","ocellatus",33410,"Randall, 1999","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
5618,"Pseudocheilinus","octotaenia",33410,"Jenkins, 1901","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
5619,"Pseudocheilinus","tetrataenia",33410,"Schultz, 1960","Cheilininae",362,1863,NA,NA,"Labridae","Perciformes","Actinopterygii"
63849,"Pseudocoris","aequalis",75622,"Randall & Walsh, 2008","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
25783,"Pseudocoris","aurantiofasciata",9710,"Fourmanoir, 1971","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
59631,"Pseudocoris","bleekeri",35918,"(Hubrecht, 1876)","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
11620,"Pseudocoris","heteroptera",6192,"(Bleeker, 1857)","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
27078,"Pseudocoris","ocellata",35918,"Chen & Shao, 1995","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
66869,"Pseudocoris","petila",90102,"Allen & Erdmann, 2012","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
5639,"Pseudocoris","yamashiroi",2334,"(Schmidt, 1931)","Corinae",362,2699,NA,NA,"Labridae","Perciformes","Actinopterygii"
5594,"Pseudodax","moluccanus",9823,"(Valenciennes, 1840)","Pseudodacinae",362,1721,NA,NA,"Labridae","Perciformes","Actinopterygii"
4847,"Pseudojuloides","argyreogaster",2140,"(Günther, 1867)","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4849,"Pseudojuloides","atavai",2140,"Randall & Randall, 1981","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4851,"Pseudojuloides","cerasinus",2140,"(Snyder, 1904)","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4848,"Pseudojuloides","elongatus",2140,"Ayling & Russell, 1977","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4854,"Pseudojuloides","erythrops",2140,"Randall & Randall, 1981","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
59642,"Pseudojuloides","inornatus",35918,"(Gilbert, 1890)","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
57494,"Pseudojuloides","kaleidos",30829,"Kuiter & Randall, 1995","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4853,"Pseudojuloides","mesostigma",2140,"Randall & Randall, 1981","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4850,"Pseudojuloides","pyrius",2140,"Randall & Randall, 1981","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
59626,"Pseudojuloides","severnsi",35918,"Bellwood & Randall, 2000","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
4852,"Pseudojuloides","xanthomos",2140,"Randall & Randall, 1981","Corinae",362,4976,NA,NA,"Labridae","Perciformes","Actinopterygii"
46934,"Pseudolabrus","biserialis",26203,"(Klunzinger, 1880)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
59646,"Pseudolabrus","eoethinus",35918,"(Richardson, 1846)",NA,362,1109,NA,"Considered as a junior synonym of <i>Pseudolabrus japonicus</i> (Houttuyn, 1782) by Russell (1988) (Ref. 26203).","Labridae","Perciformes","Actinopterygii"
46949,"Pseudolabrus","fuentesi",26203,"(Regan, 1913)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
46923,"Pseudolabrus","gayi",26203,"(Valenciennes, 1839)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
13155,"Pseudolabrus","guentheri",26203,"Bleeker, 1862",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
12795,"Pseudolabrus","japonicus",26203,"(Houttuyn, 1782)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
12796,"Pseudolabrus","luculentus",26203,"(Richardson, 1848)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
46965,"Pseudolabrus","miles",26203,"(Schneider & Forster, 1801)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
14424,"Pseudolabrus","rubicundus",35918,"(Macleay, 1881)",NA,362,1109,1,"Species incertae sedis in Labridae according to Allen <i>et al.</i> (2006: Ref. 75154).  This species is uncertain in Eschmeyer (CofF ver. Jul. 2010: Ref. 84883).  Please send references, or more studies are needed.","Labridae","Perciformes","Actinopterygii"
46956,"Pseudolabrus","semifasciatus",26203,"(Rendahl, 1921)",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
57440,"Pseudolabrus","sieboldi",33021,"Mabuchi & Nakabo, 1997",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
46959,"Pseudolabrus","torotai",26203,"Russell & Randall, 1981",NA,362,1109,NA,NA,"Labridae","Perciformes","Actinopterygii"
59629,"Pteragogus","aurigarius",35918,"(Richardson, 1845)","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
66976,"Pteragogus","clarkae",93522,"Randall, 2013","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
5620,"Pteragogus","cryptus",2334,"Randall, 1981","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
52464,"Pteragogus","enneacanthus",9002,"(Bleeker, 1853)","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
8022,"Pteragogus","flagellifer",4392,"(Valenciennes, 1839)","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
5621,"Pteragogus","guttatus",1602,"(Fowler & Bean, 1928)","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
8023,"Pteragogus","pelycus",4392,"Randall, 1981","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
8024,"Pteragogus","taeniops",4392,"(Peters, 1855)","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
66979,"Pteragogus","trispilus",93522,"Randall, 2013","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
66977,"Pteragogus","variabilis",93522,"Randall, 2013","Cheilininae",362,10359,NA,NA,"Labridae","Perciformes","Actinopterygii"
12859,"Semicossyphus","darwini",5590,"(Jenyns, 1842)",NA,362,321,NA,NA,"Labridae","Perciformes","Actinopterygii"
3671,"Semicossyphus","pulcher",2850,"(Ayres, 1854)",NA,362,321,NA,NA,"Labridae","Perciformes","Actinopterygii"
23626,"Semicossyphus","reticulatus",559,"(Valenciennes, 1839)",NA,362,321,NA,NA,"Labridae","Perciformes","Actinopterygii"
8025,"Stethojulis","albovittata",36378,"(Bonnaterre, 1788)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
7828,"Stethojulis","balteata",36378,"(Quoy & Gaimard, 1824)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
5640,"Stethojulis","bandanensis",36378,"(Bleeker, 1851)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
6633,"Stethojulis","interrupta",36378,"(Bleeker, 1851)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
12783,"Stethojulis","maculata",36378,"Schmidt, 1931","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
57372,"Stethojulis","marquesensis",36378,"Randall, 2000","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
57373,"Stethojulis","notialis",36378,"Randall, 2000","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
5641,"Stethojulis","strigiventer",36378,"(Bennett, 1833)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
57374,"Stethojulis","terina",36378,"Jordan & Snyder, 1902","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
6622,"Stethojulis","trilineata",36378,"(Bloch & Schneider, 1801)","Corinae",362,5483,NA,NA,"Labridae","Perciformes","Actinopterygii"
4412,"Suezichthys","arquatus",530,"Russell, 1985",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4406,"Suezichthys","aylingi",530,"Russell, 1985",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
59630,"Suezichthys","bifurcatus",33839,"Russell, 1986",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4409,"Suezichthys","caudavittatus",530,"(Steindachner, 1898)",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4411,"Suezichthys","cyanolaemus",530,"Russell, 1985",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
56981,"Suezichthys","devisi",9002,"(Whitley, 1941)",NA,362,8933,NA,"Currently a synonym of <i>Suezichthys gracilis</i> (Steindachner & Döderlein, 1887), but probably is a distinct species (Barry Russell, pers. Comm, 11/07/13).","Labridae","Perciformes","Actinopterygii"
4407,"Suezichthys","gracilis",530,"(Steindachner & Döderlein, 1887)",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4410,"Suezichthys","notatus",530,"(Kamohara, 1958)",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
58373,"Suezichthys","ornatus",35918,"(Carmichael, 1819)",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
67040,"Suezichthys","rosenblatti",93340,"Russell & Westneat, 2013",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4413,"Suezichthys","russelli",530,"Randall, 1981",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
4408,"Suezichthys","soelae",530,"Russell, 1985",NA,362,8933,NA,NA,"Labridae","Perciformes","Actinopterygii"
9186,"Symphodus","bailloni",5292,"(Valenciennes, 1839)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
1791,"Symphodus","cinereus",3397,"(Bonnaterre, 1788)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
54573,"Symphodus","doderleini",4742,"Jordan, 1890",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
4578,"Symphodus","mediterraneus",4742,"(Linnaeus, 1758)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
16339,"Symphodus","melanocercus",4742,"(Risso, 1810)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
59,"Symphodus","melops",4742,"(Linnaeus, 1758)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
1792,"Symphodus","ocellatus",4742,"(Linnaeus, 1758)",NA,362,4373,1,"See nomenclatural details in Eschmeyer (CofF ver. Oct. 2012: Ref. 92135).","Labridae","Perciformes","Actinopterygii"
1709,"Symphodus","roissali",4742,"(Risso, 1810)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
4580,"Symphodus","rostratus",4742,"(Bloch, 1791)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
1708,"Symphodus","tinca",4742,"(Linnaeus, 1758)",NA,362,4373,NA,NA,"Labridae","Perciformes","Actinopterygii"
458,"Tautoga","onitis",4926,"(Linnaeus, 1758)",NA,362,777,NA,NA,"Labridae","Perciformes","Actinopterygii"
3672,"Tautogolabrus","adspersus",7251,"(Walbaum, 1792)",NA,362,5912,NA,NA,"Labridae","Perciformes","Actinopterygii"
59475,"Terelabrus","rubrovittatus",33414,"Randall & Fourmanoir, 1998",NA,362,4694,NA,NA,"Labridae","Perciformes","Actinopterygii"
5642,"Thalassoma","amblycephalum",2334,"(Bleeker, 1856)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
22521,"Thalassoma","ascensionis",5292,"(Quoy & Gaimard, 1834)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
7771,"Thalassoma","ballieui",35918,"(Vaillant & Sauvage, 1875)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
3673,"Thalassoma","bifasciatum",7251,"(Bloch, 1791)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
6587,"Thalassoma","cupido",559,"(Temminck & Schlegel, 1845)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
7770,"Thalassoma","duperrey",3921,"(Quoy & Gaimard, 1824)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
25809,"Thalassoma","genivittatum",4392,"(Valenciennes, 1839)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
13822,"Thalassoma","grammaticum",9311,"Gilbert, 1890","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5643,"Thalassoma","hardwicke",2334,"(Bennett, 1830)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
8019,"Thalassoma","hebraicum",4392,"(Lacepède, 1801)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
56820,"Thalassoma","heiseri",10372,"Randall & Edwards, 1984","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5644,"Thalassoma","jansenii",2334,"(Bleeker, 1856)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
26968,"Thalassoma","loxum",10681,"Randall & Mee, 1994","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
13860,"Thalassoma","lucasanum",9311,"(Gill, 1862)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5645,"Thalassoma","lunare",2334,"(Linnaeus, 1758)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5646,"Thalassoma","lutescens",2334,"(Lay & Bennett, 1839)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
61674,"Thalassoma","newtoni",50607,"(Osório, 1891)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
62952,"Thalassoma","nigrofasciatum",57555,"Randall, 2003","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
27235,"Thalassoma","noronhanum",13121,"(Boulenger, 1890)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
2500,"Thalassoma","pavo",5292,"(Linnaeus, 1758)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5647,"Thalassoma","purpureum",2334,"(Forsskål, 1775)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5648,"Thalassoma","quinquevittatum",2334,"(Lay & Bennett, 1839)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
59638,"Thalassoma","robertsoni",35918,"Allen, 1995","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
25787,"Thalassoma","rueppellii",8883,"(Klunzinger, 1871)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
59651,"Thalassoma","sanctaehelenae",35918,"(Valenciennes, 1839)","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
59650,"Thalassoma","septemfasciatum",35918,"Scott, 1959","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
5649,"Thalassoma","trilobatum",2334,"(Lacepède, 1801)","Corinae",362,2886,NA,"<i>Thalassoma fuscum</i> (Lacepède, 1801) considered as a separate valid species  in Dor 1984 (Ref. 2198) and CoF (Eschmeyer, 1998: Ref. 26282).","Labridae","Perciformes","Actinopterygii"
13821,"Thalassoma","virens",9311,"Gilbert, 1890","Corinae",362,2886,NA,NA,"Labridae","Perciformes","Actinopterygii"
4869,"Wetmorella","albofasciata",2138,"Schultz & Marshall, 1954","Cheilininae",362,417,NA,NA,"Labridae","Perciformes","Actinopterygii"
4870,"Wetmorella","nigropinnata",2138,"(Seale, 1901)","Cheilininae",362,417,NA,NA,"Labridae","Perciformes","Actinopterygii"
64216,"Wetmorella","tanakai",75144,"Randall & Kuiter, 2007","Cheilininae",362,417,NA,NA,"Labridae","Perciformes","Actinopterygii"
4871,"Xenojulis","margaritaceus",2154,"(Macleay, 1883)",NA,362,4996,NA,NA,"Labridae","Perciformes","Actinopterygii"
8304,"Xiphocheilus","typus",9823,"Bleeker, 1856",NA,362,3706,NA,NA,"Labridae","Perciformes","Actinopterygii"
22527,"Xyrichtys","blanchardi",5292,"(Cadenat & Marchal, 1963)","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
59643,"Xyrichtys","incandescens",35918,"Edwards & Lubbock, 1981","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
56499,"Xyrichtys","javanicus",12541,"(Bleeker, 1862)","Xyrichtyinae",362,7944,NA,"This species supposedly described from Indonesia (""Java"" as indicated in the name) is doubtful (Ref. 78585:157; Ref: 88079:30,37).  Please, send references or more studies are needed.","Labridae","Perciformes","Actinopterygii"
3668,"Xyrichtys","martinicensis",7251,"Valenciennes, 1840","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
57449,"Xyrichtys","mundiceps",35918,"Gill, 1862","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
4581,"Xyrichtys","novacula",5292,"(Linnaeus, 1758)","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
59653,"Xyrichtys","rajagopalani",35918,"Venkataramanujam, Venkataramani & Ramanathan, 1987","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
22528,"Xyrichtys","sanctaehelenae",5292,"(Günther, 1868)","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
3669,"Xyrichtys","splendens",7251,"Castelnau, 1855","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
46579,"Xyrichtys","victori",11482,"Wellington, 1992","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
26120,"Xyrichtys","virens",12255,"Valenciennes, 1840","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
59639,"Xyrichtys","wellingtoni",35918,"Allen & Robertson, 1995","Xyrichtyinae",362,7944,NA,NA,"Labridae","Perciformes","Actinopterygii"
5537,"Bolbometopon","muricatum",2334,"(Valenciennes, 1840)","Scarinae",364,8060,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4355,"Calotomus","carolinus",525,"(Valenciennes, 1840)","Sparisomatinae",364,8132,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4356,"Calotomus","japonicus",525,"(Valenciennes, 1840)","Sparisomatinae",364,8132,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4357,"Calotomus","spinidens",525,"(Quoy & Gaimard, 1824)","Sparisomatinae",364,8132,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4358,"Calotomus","viridescens",525,"(Rüppell, 1835)","Sparisomatinae",364,8132,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4359,"Calotomus","zonarchus",525,"(Jenkins, 1903)","Sparisomatinae",364,8132,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5538,"Cetoscarus","bicolor",2334,"(Rüppell, 1829)","Scarinae",364,3953,NA,NA,"Scaridae","Perciformes","Actinopterygii"
66097,"Cetoscarus","ocellatus",54980,"(Valenciennes, 1840)","Scarinae",364,3953,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7907,"Chlorurus","atrilunula",3488,"(Randall & Bruce, 1983)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4976,"Chlorurus","bleekeri",2334,"(de Beaufort, 1940)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5542,"Chlorurus","bowersi",1602,"(Snyder, 1909)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
25677,"Chlorurus","capistratoides",11064,"(Bleeker, 1847)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7909,"Chlorurus","cyanescens",3488,"(Valenciennes, 1840)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7910,"Chlorurus","enneacanthus",5490,"(Lacepède, 1802)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5547,"Chlorurus","frontalis",2334,"(Valenciennes, 1840)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
14382,"Chlorurus","genazonatus",8883,"(Randall & Bruce, 1983)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4979,"Chlorurus","gibbus",35918,"(Rüppell, 1829)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4978,"Chlorurus","japanensis",2689,"(Bloch, 1789)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
60479,"Chlorurus","microrhinos",35918,"(Bleeker, 1854)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
8394,"Chlorurus","oedema",559,"(Snyder, 1909)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7829,"Chlorurus","perspicillatus",3921,"(Steindachner, 1879)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
47069,"Chlorurus","rhakoura",26241,"Randall & Anderson, 1997","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5556,"Chlorurus","sordidus",12965,"(Forsskål, 1775)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
66478,"Chlorurus","spilurus",88079,"(Valenciennes, 1840)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
12833,"Chlorurus","strongylocephalus",11064,"(Bleeker, 1855)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4977,"Chlorurus","troschelii",11064,"(Bleeker, 1853)","Scarinae",364,4235,NA,NA,"Scaridae","Perciformes","Actinopterygii"
3674,"Cryptotomus","roseus",7251,"Cope, 1871","Sparisomatinae",364,2179,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7906,"Hipposcarus","harid",3488,"(Forsskål, 1775)","Scarinae",364,7209,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5539,"Hipposcarus","longiceps",2334,"(Valenciennes, 1840)","Scarinae",364,7209,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4360,"Leptoscarus","vaigiensis",525,"(Quoy & Gaimard, 1824)","Sparisomatinae",364,2325,NA,NA,"Scaridae","Perciformes","Actinopterygii"
13980,"Nicholsina","denticulata",9338,"(Evermann & Radcliffe, 1917)","Sparisomatinae",364,8801,NA,NA,"Scaridae","Perciformes","Actinopterygii"
22538,"Nicholsina","usta collettei",7360,"Schultz, 1968","Sparisomatinae",364,8801,1,"Issue on validity of subspecies:  subspecies considered as valid in FB, elevated to species rank as <i>Nicholsina collettei</i> Schultz, 1968 in Eschmeyer (CofF ver. Mar. 2011: Ref. 86697).  Please send references, or more studies are needed.","Scaridae","Perciformes","Actinopterygii"
1151,"Nicholsina","usta usta",7251,"(Valenciennes, 1840)","Sparisomatinae",364,8801,1,"Issue on validity of subspecies:  subspecies considered as valid in FB, elevated to species rank as <i>Nicholsina usta</i> (Valenciennes, 1840) in Eschmeyer (CofF ver. Mar. 2011: Ref. 86697).  Please send references, or more studies are needed.","Scaridae","Perciformes","Actinopterygii"
5540,"Scarus","altipinnis",35918,"(Steindachner, 1879)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
12661,"Scarus","arabicus",35918,"(Steindachner, 1902)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7908,"Scarus","caudofasciatus",35918,"(Günther, 1862)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5543,"Scarus","chameleon",35918,"Choat & Randall, 1986","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
60439,"Scarus","chinensis",35918,"(Steindachner, 1867)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1152,"Scarus","coelestinus",35918,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
1153,"Scarus","coeruleus",35918,"(Edwards, 1771)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
14379,"Scarus","collana",35918,"Rüppell, 1835","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
13981,"Scarus","compressus",35918,"(Osburn & Nichols, 1916)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4973,"Scarus","dimidiatus",35918,"Bleeker, 1859","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4967,"Scarus","dubius",35918,"Bennett, 1828","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
7911,"Scarus","falcipinnis",35918,"(Playfair, 1868)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
14380,"Scarus","ferrugineus",35918,"Forsskål, 1775","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5544,"Scarus","festivus",35918,"Valenciennes, 1840","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
4968,"Scarus","flavipectoralis",35918,"Schultz, 1958","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5545,"Scarus","forsteni",35918,"(Bleeker, 1861)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
5546,"Scarus","frenatus",35918,"Lacepède, 1802","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
58508,"Scarus","fuscocaudalis",35918,"Randall & Myers, 2000","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
14381,"Scarus","fuscopurpureus",35918,"(Klunzinger, 1871)","Scarinae",364,4784,NA,NA,"Scaridae","Perciformes","Actinopterygii"
